No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
208,AMPY,Energy,Oil & Gas E&P,USA,231080000.0,0.63,5.52,0.04,0.71,0.67,0.16,-999.0,0.2776,0.0226,0.4056,0.0224,2.45,2.3235,0.72,0.37,1.102,-0.0165,-0.4223,0.0814,-0.7636,11.0,5.91,129249.0,True,True,5
3885,TELA,Healthcare,Medical Devices,USA,169960000.0,-999.0,-999.0,-999.0,3.2,5.56,2.38,-0.0237,0.5174,0.0032,0.6227,0.1728,4.62,-1.6249,4.43,1.33,-0.8243,0.1214,-0.4282,0.6388,-0.7052,0.6388,6.94,109602.0,True,False,3
2773,NEWT,Financial,Banks - Regional,USA,287150000.0,11.5,6.32,3.83,1.63,1.39,6.21,-0.099,0.128,0.0118,0.159,-0.1081,12.36,0.103,-999.0,5.22,0.143,-0.1352,-0.4407,0.0837,-0.7764,281.2726,11.65,232323.0,True,True,3
2711,MX,Technology,Semiconductors,South Korea,251550000.0,-999.0,-999.0,-999.0,1.02,0.73,4.3,-999.0,-0.1665,0.0235,0.7627,-0.0038,1.87,-0.072,5.12,0.01,-0.1123,-0.0764,-0.4443,0.0046,-0.7595,1.0935,6.49,310924.0,True,True,4
4190,VOXX,Technology,Consumer Electronics,USA,185090000.0,-999.0,-999.0,-999.0,0.37,0.59,0.46,-1.0406,0.032,0.0028,0.4294,-0.0792,9.21,-0.114,0.84,0.16,-0.0787,-0.1959,-0.4447,0.1304,-0.887,7.19,8.19,31672250.0,True,True,4
1050,CTV,Communication Services,Advertising Agencies,USA,212250000.0,-999.0,-999.0,-999.0,1.57,1.1,0.34,-999.0,0.3601,0.0059,0.2493,0.0711,4.02,-0.1693,4.37,0.11,-0.2496,0.0179,-0.4469,1.0133,-0.8542,1.0133,1.51,353335.0,True,False,4
212,AMRN,Healthcare,Drug Manufacturers - General,Ireland,486170000.0,-999.0,-999.0,-999.0,1.5,0.88,0.79,-0.0085,0.2237,0.1709,0.2818,-0.0729,5.38,-0.0921,1.74,0.02,-0.1623,0.2608,-0.4664,0.828,-0.9992,1.587,1.19,301076.0,True,True,5
1767,GME,Consumer Cyclical,Specialty Retail,USA,4500000000.0,-999.0,105.21,-999.0,0.79,3.56,3.98,-999.0,-0.0663,0.0001,0.2851,-0.0447,9.85,-0.0065,0.94,0.49,-0.0014,-0.0419,-0.4673,0.2457,-0.878,21.9261,14.73,111791.0,True,False,2
428,BALY,Consumer Cyclical,Resorts & Casinos,USA,515050000.0,-999.0,-999.0,-999.0,0.21,0.57,6.53,-999.0,0.7904,0.0124,0.6507,-0.1428,5.09,-0.3989,0.64,5.42,-0.1643,-0.0847,-0.4706,0.5508,-0.8513,0.5637,11.29,760257.0,True,False,3
1783,GOCO,Financial,Insurance Brokers,USA,115270000.0,-999.0,-999.0,-999.0,0.22,0.51,2.76,-999.0,0.4542,0.0043,0.5518,-0.0809,13.24,-0.4465,-999.0,2.6,-0.2391,-0.1001,-0.4718,0.7121,-0.9693,1.4458,12.07,100275.0,True,False,3
4150,VFC,Consumer Cyclical,Apparel Manufacturing,USA,6480000000.0,-999.0,8.92,-999.0,0.57,2.93,1.29,-0.3444,0.0021,0.0036,0.8877,0.0046,3.63,-0.0813,0.78,3.53,-0.0189,-0.0488,-0.4812,0.2973,-0.8337,36.4702,16.67,597804.0,True,True,2
3946,TNDM,Healthcare,Medical Devices,USA,1510000000.0,-999.0,-999.0,-999.0,1.96,4.82,7.64,0.3516,0.4741,0.0262,1.0758,0.0197,3.41,-0.5666,3.28,1.33,-0.2702,-0.0603,-0.4947,0.6802,-0.9232,9.8505,23.22,241507.0,True,True,4
3434,RMBL,Consumer Cyclical,Auto & Truck Dealerships,USA,239530000.0,-999.0,-999.0,-999.0,0.17,0.65,1.7,0.0085,1.5075,0.352,0.3821,0.0446,3.79,-1.0017,0.31,4.67,-0.233,-0.0201,-0.4948,0.3392,-0.9689,1.2767,6.83,18938090.0,True,False,4
3049,PACK,Consumer Cyclical,Packaging & Containers,USA,340350000.0,-999.0,-999.0,-999.0,1.05,0.59,0.63,-3.7924,0.0626,0.0182,0.864,-0.0538,2.85,-0.0422,2.28,0.72,-0.0772,-0.1379,-0.5,0.5665,-0.9041,0.5665,4.12,550472.0,True,False,5
1850,HAIN,Consumer Defensive,Packaged Foods,USA,990400000.0,-999.0,19.62,-999.0,0.56,1.01,0.43,-999.0,-0.0597,0.0674,0.9488,0.0563,2.53,-0.1324,1.02,0.94,-0.0751,0.0258,-0.5014,0.1795,-0.8437,7.832,11.04,824794.0,True,True,3
1360,EP,Energy,Oil & Gas E&P,USA,149010000.0,-999.0,-999.0,-999.0,3.82,7.92,0.48,-999.0,5.0266,0.2258,0.4248,0.5859,7.5,-0.4623,1.0,0.89,-0.2552,-0.2248,-0.5142,0.1502,-0.9362,202.4375,6.51,10076607.0,True,True,3
2288,KRMD,Healthcare,Medical Instruments & Supplies,USA,97730000.0,-999.0,-999.0,-999.0,3.41,3.56,0.24,-999.0,0.1344,0.0245,0.5608,0.0109,8.59,-0.2754,4.03,0.17,-0.2878,-0.0505,-0.5223,0.0817,-0.8333,141.6667,2.14,114742.0,True,False,4
1096,CYH,Healthcare,Medical Care Facilities,USA,517100000.0,2.09,35.83,-999.0,0.04,-999.0,0.67,-999.0,-0.0345,0.1003,0.8052,-0.0765,2.82,-999.0,1.36,-999.0,0.0188,0.187,-0.5281,0.8806,-0.9293,1.1117,3.78,2110000.0,True,True,4
3805,SUP,Consumer Cyclical,Auto Parts,USA,96070000.0,-999.0,-999.0,-999.0,0.06,-999.0,6.28,-999.0,0.0395,0.0197,0.2573,-0.0035,1.7,-0.5159,1.49,4.07,-0.0759,0.1217,-0.5366,0.3735,-0.9364,11.2054,3.42,204213.0,True,True,4
1953,HQI,Industrials,Staffing & Employment Services,USA,180560000.0,20.26,15.28,-999.0,4.99,2.87,0.08,0.2251,0.2907,0.0056,0.1067,-0.0724,6.42,0.1449,1.51,0.24,0.2444,-0.1243,-0.5579,0.04,-0.8777,20.65,12.99,829608.0,True,True,6
3432,RMAX,Real Estate,Real Estate Services,USA,192610000.0,-999.0,7.88,-999.0,0.58,0.46,6.62,-0.109,0.1453,0.2758,0.9045,-0.08,1.0,-0.1306,-999.0,1.17,-0.1799,-0.0513,-0.5651,0.2265,-0.8436,0.2265,10.56,4078251.0,True,True,3
3181,PL,Industrials,Aerospace & Defense,USA,642740000.0,-999.0,-999.0,-999.0,2.99,1.2,1.13,0.322,-0.0957,0.0008,0.2668,0.0874,5.09,-0.2629,2.94,0.05,-0.6902,-0.049,-0.5656,0.1307,-0.8148,0.1307,2.25,254640.0,True,False,4
9,AAP,Consumer Cyclical,Specialty Retail,USA,4030000000.0,21.73,18.43,-999.0,0.36,1.52,5.34,0.0518,0.0392,0.0164,0.99,-0.0344,3.04,0.0694,0.27,1.51,0.0165,0.1317,-0.5715,0.4203,-0.7228,4.498,67.79,580486.0,True,True,3
1214,DOUG,Real Estate,Real Estate Services,USA,189780000.0,-999.0,-999.0,-999.0,0.2,0.77,1.48,-999.0,0.1573,0.0093,0.5076,-0.0028,0.46,-0.174,-999.0,0.55,-0.0491,-0.0925,-0.5736,0.3631,-0.8225,0.3631,2.14,315273.0,True,True,4
2835,NOTV,Healthcare,Diagnostics & Research,USA,92590000.0,-999.0,-999.0,-999.0,0.16,0.34,1.38,-1.8424,1.3362,0.0212,0.2504,-0.0915,4.02,-0.334,1.05,1.55,-0.1837,0.0849,-0.5739,1.2298,-0.9408,4.9833,3.59,163981.0,True,True,4
1342,ENPH,Technology,Solar,USA,13900000000.0,25.63,25.71,2.35,5.12,13.69,13.06,-999.0,0.6716,0.0066,0.7722,0.0826,1.95,0.7038,3.13,1.3,0.2108,-0.0978,-0.588,0.3847,-0.7006,155.5298,101.76,8104727.0,True,True,4
520,BHR,Real Estate,REIT - Hotel & Motel,USA,151120000.0,-999.0,-999.0,-999.0,0.21,0.44,3.13,-999.0,0.2704,0.0037,0.5798,0.0277,5.47,-0.0142,-999.0,1.49,-0.077,-0.026,-0.5911,0.199,-0.9006,1.0088,2.29,201226.0,True,True,3
1819,GRWG,Consumer Cyclical,Specialty Retail,USA,147140000.0,-999.0,-999.0,-999.0,0.64,0.74,1.09,-0.7178,1.0045,0.2702,0.3552,-0.0188,2.98,-0.1587,2.17,0.22,-0.148,-0.0556,-0.5925,0.3559,-0.9646,0.6,2.4,1976973.0,True,True,5
2489,MATV,Basic Materials,Specialty Chemicals,USA,623840000.0,-999.0,8.92,-999.0,0.25,0.93,1.56,-999.0,0.2195,0.0068,0.9333,0.8559,1.88,-0.5259,1.36,2.67,-0.1854,-0.1465,-0.603,-0.0078,-0.8188,1.0017,11.51,143860.0,True,True,4
664,BWEN,Industrials,Specialty Industrial Machinery,USA,51410000.0,14.27,-999.0,0.59,0.26,0.96,0.08,-0.1484,0.1207,0.0164,0.3463,0.2121,1.39,0.0724,0.71,0.9,0.0189,-0.0231,-0.604,0.194,-0.9917,2.6,2.4,129503.0,True,True,4
1777,GNSS,Technology,Scientific & Technical Instruments,USA,70890000.0,-999.0,34.5,-999.0,1.52,1.77,0.25,-0.3399,0.135,0.2791,0.4251,-0.0143,2.33,-0.4369,1.63,0.16,-0.3942,-0.0607,-0.6044,0.058,-0.8914,4.4284,1.61,2967750.0,True,True,4
1642,FTK,Energy,Oil & Gas Equipment & Services,USA,90170000.0,-999.0,9.36,-999.0,0.46,0.9,0.15,-0.0527,0.269,0.0793,0.1045,-0.0069,7.65,0.0597,1.27,0.14,0.0185,-0.118,-0.6132,0.0483,-0.9908,1.5333,3.04,336549.0,True,False,5
326,ASPS,Real Estate,Real Estate Services,Luxembourg,77120000.0,-999.0,-999.0,-999.0,0.5,-999.0,1.38,-999.0,-0.3213,0.0059,0.2365,-0.0305,7.52,-999.0,-999.0,-999.0,-0.3538,-0.1664,-0.6146,0.2201,-0.983,0.2201,2.91,300002.0,True,True,3
3657,SLQT,Financial,Insurance Brokers,USA,189530000.0,-999.0,-999.0,-999.0,0.18,0.6,0.29,-999.0,0.3806,0.0189,0.3502,0.0171,2.01,-0.1399,2.49,2.29,-0.0439,-0.1213,-0.6156,0.3614,-0.9658,1.2157,1.13,759170.0,True,True,4
1133,DDD,Technology,Computer Hardware,USA,641800000.0,-999.0,91.1,-999.0,1.27,0.92,3.34,-0.1021,-0.055,0.024,0.6581,-0.0184,5.01,-0.1335,4.25,0.76,-0.1892,-0.1378,-0.6204,0.3743,-0.9506,8.62,4.81,493400.0,True,True,4
3732,SPWH,Consumer Cyclical,Specialty Retail,USA,138420000.0,-999.0,-999.0,-999.0,0.11,0.51,0.08,0.1883,0.1621,0.0959,0.949,-0.0691,4.49,-0.0332,0.09,2.01,-0.0071,-0.1642,-0.636,0.2416,-0.7996,0.2416,3.7,571111.0,True,True,4
333,ASYS,Technology,Semiconductor Equipment & Materials,USA,57330000.0,-999.0,-999.0,-999.0,0.51,0.65,0.93,-999.0,0.047,0.049,0.6299,-0.0081,0.6,-0.1348,1.56,0.25,-0.111,-0.2208,-0.6628,0.1245,-0.8688,3.3093,4.04,792055.0,True,True,5
1961,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,USA,332590000.0,-999.0,60.45,-999.0,2.91,4.39,2.1,0.0303,0.2243,0.0156,0.776,-0.0457,8.09,-0.3692,5.33,2.5,-0.1244,-0.0462,-0.6648,0.2461,-0.9408,17.94,9.47,990926.0,True,False,4
3414,RILY,Financial,Financial Conglomerates,USA,620470000.0,-999.0,-999.0,-999.0,0.43,1.5,138.45,-999.0,0.3389,0.0047,0.482,-0.0418,6.92,-0.1461,-999.0,5.94,-0.0521,-0.0663,-0.6658,0.2186,-0.8688,128.8826,20.29,2002686.0,True,True,2
2977,OLPX,Consumer Cyclical,Specialty Retail,USA,1550000000.0,19.87,13.69,-999.0,3.24,1.84,0.66,-999.0,0.7338,0.0001,0.2012,-0.0155,3.26,0.1024,8.68,0.78,0.17,0.0158,-0.6676,0.7546,-0.9224,0.7546,2.36,150179.0,True,True,5
4066,UEIC,Technology,Consumer Electronics,USA,111110000.0,-999.0,26.0,-999.0,0.25,0.61,4.64,-999.0,-0.0489,0.125,0.6877,-0.0191,1.72,-0.4365,1.04,0.5,-0.22,0.0171,-0.6689,0.2222,-0.8933,3.576,8.58,2167407.0,True,True,4
3613,SHYF,Industrials,Farm & Heavy Construction Machinery,USA,380620000.0,13.6,19.29,0.91,0.39,1.49,0.29,0.1749,0.1806,0.0041,0.8358,0.0129,3.56,0.1138,1.05,0.52,0.0296,-0.0436,-0.6745,0.0683,-0.7963,65.1701,11.1,125473.0,True,True,5
2054,IHRT,Communication Services,Broadcasting,USA,420960000.0,-999.0,34.75,-999.0,0.11,-999.0,1.48,0.1753,0.0317,0.0052,0.7642,-0.0056,6.99,-12.3276,1.82,-999.0,-0.2719,0.1508,-0.677,0.6394,-0.897,0.6394,2.91,407016.0,True,False,6
210,AMRC,Industrials,Engineering & Construction,USA,1100000000.0,24.14,11.36,0.89,0.87,1.27,3.15,0.1676,0.2426,0.0032,0.6155,-0.0038,6.81,0.0559,1.13,1.71,0.0368,-0.2528,-0.6785,0.1467,-0.7929,4.3964,21.1,1150057.0,True,True,4
928,CNTY,Consumer Cyclical,Resorts & Casinos,USA,97460000.0,-999.0,-999.0,-999.0,0.19,0.76,6.23,0.0109,0.2678,0.0097,0.6321,-0.0111,7.28,-0.1565,2.39,7.89,-0.042,-0.2555,-0.6916,0.0094,-0.8048,7.56,3.21,236815.0,True,True,5
462,BCOV,Technology,Software - Application,USA,98240000.0,-999.0,23.79,-999.0,0.49,1.06,0.38,0.1768,0.0645,0.0543,0.7684,0.0016,4.03,-0.2635,0.64,0.24,-0.1287,-0.0778,-0.6942,0.0762,-0.9114,0.0762,2.26,411402.0,True,True,4
3867,TCS,Consumer Cyclical,Specialty Retail,USA,87920000.0,-999.0,25.5,-999.0,0.09,0.38,0.2,-999.0,0.0421,0.0036,0.3943,-0.0158,2.17,-0.6593,0.29,2.49,-0.235,-0.1318,-0.7069,0.1333,-0.9639,0.1333,1.7,131172.0,True,True,3
1760,GLT,Basic Materials,Paper & Paper Products,USA,61320000.0,-999.0,-999.0,-999.0,0.04,0.24,1.25,-999.0,0.1543,2.3633,0.7895,-0.0402,5.92,-0.3614,1.15,3.37,-0.0726,-0.1311,-0.7178,0.0462,-0.9575,0.0462,1.36,2374207.0,True,True,4
3126,PETS,Healthcare,Pharmaceutical Retailers,USA,129010000.0,-999.0,42.07,-999.0,0.48,1.13,2.53,-0.6368,-0.0101,0.0658,0.578,-0.0886,8.96,-0.0483,1.64,0.02,-0.0225,-0.1547,-0.7306,0.1091,-0.8945,69.8452,6.1,451683.0,True,True,3
3772,STEM,Technology,Software - Infrastructure,USA,466140000.0,-999.0,-999.0,-999.0,1.04,1.03,0.8,-6.974,1.0895,0.0026,0.7096,0.0211,8.87,-0.268,1.58,1.34,-0.307,-0.1069,-0.7368,0.2833,-0.9419,0.2833,2.99,144421.0,True,False,3
946,COMM,Technology,Communication Equipment,USA,475010000.0,-999.0,2.93,-999.0,0.06,-999.0,2.45,-999.0,0.2325,0.0688,0.9041,-0.002,2.51,-18.3838,1.2,-999.0,-0.2674,-0.0347,-0.7489,0.6716,-0.9476,0.6716,2.24,906835.0,True,False,5
2444,LUMN,Communication Services,Telecom Services,USA,1310000000.0,-999.0,-999.0,-999.0,0.09,0.59,0.31,-999.0,-0.0703,0.0872,0.674,0.0065,8.64,-1.5372,1.07,9.1,-0.7663,-0.1499,-0.7751,0.6665,-0.9735,0.6665,1.3,1617366.0,True,True,3
1049,CTSO,Healthcare,Medical Devices,USA,53250000.0,-999.0,-999.0,-999.0,1.44,2.42,0.16,-0.1877,0.1521,0.0391,0.3094,-0.0291,5.87,-0.8131,1.36,0.97,-0.6323,-0.1707,-0.7778,0.2143,-0.9897,0.36,1.02,305002.0,True,False,4
3634,SKIN,Consumer Defensive,Household & Personal Products,USA,391180000.0,-999.0,60.0,-999.0,0.98,4.39,4.26,-999.0,0.4351,0.0049,0.8133,-0.0093,2.09,-0.5113,5.27,8.36,-0.2227,0.0456,-0.7856,1.2074,-0.9012,1.2074,2.98,1348188.0,True,True,3
3168,PIII,Healthcare,Medical Care Facilities,USA,135980000.0,-999.0,-999.0,-999.0,0.12,0.72,0.5,-999.0,0.4723,0.019,0.1961,0.0014,7.77,-0.9498,0.67,0.65,-0.1073,-0.0321,-0.7878,0.685,-0.9295,0.685,1.18,4211163.0,True,False,4
3574,SEDG,Technology,Solar,Israel,3860000000.0,18.63,241.96,-999.0,1.09,1.55,18.1,-0.0272,0.3686,0.0422,0.8846,0.0173,2.49,0.0958,2.49,0.29,0.0613,-0.1611,-0.8034,0.0751,-0.8255,4.9912,68.0,1453082.0,True,True,4
659,BW,Industrials,Specialty Industrial Machinery,USA,116180000.0,-999.0,52.0,-999.0,0.11,-999.0,0.61,0.6496,-0.0059,0.0959,0.8082,0.0589,1.02,-6.5727,1.09,-999.0,-0.1365,-0.1089,-0.8097,0.3611,-0.9946,0.6883,1.3,222129.0,True,True,5
885,CMBM,Technology,Communication Equipment,USA,118980000.0,-999.0,-999.0,-999.0,0.45,0.91,0.99,0.1589,0.0594,0.0023,0.3481,0.0021,1.24,-0.1119,1.36,0.23,-0.055,-0.1163,-0.812,0.2181,-0.9352,0.2181,4.3,200567.0,True,True,6
3961,TPIC,Industrials,Specialty Industrial Machinery,USA,114940000.0,-999.0,-999.0,-999.0,0.07,-999.0,3.99,-999.0,0.1184,0.0181,0.9589,0.1126,3.26,-0.5478,1.44,1.59,-0.1594,-0.1001,-0.816,0.6564,-0.9668,0.6564,2.7,103841.0,True,False,4
4004,TSE,Basic Materials,Specialty Chemicals,USA,197470000.0,-999.0,-999.0,-999.0,0.05,-999.0,7.91,-999.0,0.0828,0.1289,0.8601,-0.059,1.84,-2.3662,1.24,-999.0,-0.2102,-0.1752,-0.8163,0.0768,-0.9343,0.0768,5.61,763480.0,True,True,5
4146,VERI,Technology,Software - Infrastructure,USA,66090000.0,-999.0,-999.0,-999.0,0.48,3.53,1.94,0.3518,0.5736,0.0099,0.3617,0.0124,13.22,-1.4701,0.87,7.58,-0.4792,-0.0792,-0.838,0.2027,-0.9762,0.459,1.78,101992.0,True,False,3
2629,MOND,Consumer Cyclical,Travel Services,USA,190630000.0,-999.0,-999.0,-999.0,0.95,-999.0,0.56,-999.0,0.3557,0.0013,0.2208,-0.4973,17.76,-0.9989,1.1,4.18,-0.3468,-0.1679,-0.8442,0.1563,-0.8693,0.1563,2.22,522720.0,True,False,4
2422,LPSN,Technology,Software - Application,USA,215840000.0,-999.0,36.0,-999.0,0.5,4.64,2.65,-0.5677,0.2004,0.1267,0.6549,-0.0137,3.13,-1.5103,1.15,13.06,-0.2369,-0.1766,-0.8531,0.1459,-0.963,37.1429,2.67,6292761.0,True,False,3
1450,EXFY,Technology,Software - Application,USA,139780000.0,-999.0,30.66,-999.0,0.88,1.47,1.34,-999.0,0.301,0.0493,0.3905,-0.0156,2.14,-0.3945,2.43,0.69,-0.2369,-0.2401,-0.8567,0.0987,-0.9673,0.0987,1.67,1821652.0,True,False,4
3354,RBT,Technology,Software - Application,USA,51270000.0,-999.0,-999.0,-999.0,0.07,-999.0,0.36,-999.0,0.1584,0.0317,0.1411,0.2793,2.11,-1.8987,0.68,-999.0,-0.0813,-0.1982,-0.9049,0.4241,-0.9837,0.4241,1.37,149167.0,True,False,4
1058,CUTR,Healthcare,Medical Devices,USA,51450000.0,-999.0,-999.0,-999.0,0.22,-999.0,9.0,-999.0,0.1467,0.0211,1.1156,-0.0073,3.12,-44.4726,2.81,-999.0,-0.3329,-0.0706,-0.9309,0.8696,-0.9653,0.8696,2.58,346300.0,True,True,5
2822,NNBR,Industrials,Conglomerates,USA,234380000.0,-999.0,-999.0,-999.0,0.47,1.63,0.46,0.1475,-0.0825,0.0132,0.5444,-0.0604,10.82,-0.1754,1.38,0.94,-0.1094,0.4034,0.0041,4.1189,-0.8495,4.9639,4.95,118650.0,True,False,4
